0.2364970852, -0.1738417038, -0.1159694915, 
-0.0000000006, -0.1738417038, 0.2705574922, 
0.1361759640, 0.0000000007, -0.1159694915, 
0.2365129346, -0.1738495215, -0.1159948390, 
-0.0000000006, -0.1738495215, 0.2705545457, 
0.1362044734, 0.0000000007, -0.1159948390, 
0.2365293129, -0.1738576957, -0.1160207166, 
-0.0000000006, -0.1738576957, 0.2705516261, 
0.1362333585, 0.0000000007, -0.1160207166, 
0.2365451482, -0.1738654972, -0.1160460440, 
-0.0000000006, -0.1738654972, 0.2705486670, 
0.1362618421, 0.0000000007, -0.1160460440, 
0.2365609770, -0.1738732913, -0.1160713613, 
-0.0000000006, -0.1738732913, 0.2705457030, 
0.1362903133, 0.0000000007, -0.1160713613, 
0.2365765435, -0.1738808512, -0.1160955742, 
-0.0000000006, -0.1738808512, 0.2705427810, 
0.1363178395, 0.0000000007, -0.1160955742, 
0.2365923573, -0.1738886284, -0.1161208708, 
-0.0000000006, -0.1738886284, 0.2705398039, 
0.1363462847, 0.0000000007, -0.1161208708, 
0.2366081647, -0.1738963983, -0.1161461577, 
-0.0000000006, -0.1738963983, 0.2705368220, 
0.1363747178, 0.0000000007, -0.1161461577, 
0.2366239650, -0.1739041600, -0.1161714346, 
-0.0000000006, -0.1739041600, 0.2705338337, 
0.1364031380, 0.0000000007, -0.1161714346, 
0.2366397581, -0.1739119134, -0.1161967017, 
-0.0000000006, -0.1739119134, 0.2705308392, 
0.1364315457, 0.0000000007, -0.1161967017, 
0.2964600323, -0.2104807872, -0.1562393311, 
-0.0000000008, -0.2104807872, 0.2928792744, 
0.1609243304, 0.0000000008, -0.1562393311, 
0.2366713226, -0.1739273948, -0.1162472058, 
-0.0000000006, -0.1739273948, 0.2705248294, 
0.1364883220, 0.0000000007, -0.1162472058, 
0.2366870940, -0.1739351230, -0.1162724425, 
-0.0000000006, -0.1739351230, 0.2705218149, 
0.1365166907, 0.0000000007, -0.1162724425, 
0.2367028582, -0.1739428428, -0.1162976693, 
-0.0000000006, -0.1739428428, 0.2705187939, 
0.1365450466, 0.0000000007, -0.1162976693, 
0.2367186147, -0.1739505536, -0.1163228863, 
-0.0000000006, -0.1739505536, 0.2705157651, 
0.1365733895, 0.0000000007, -0.1163228863, 
0.2367343644, -0.1739582557, -0.1163480937, 
-0.0000000006, -0.1739582557, 0.2705127286, 
0.1366017191, 0.0000000007, -0.1163480937, 
0.2367501066, -0.1739659483, -0.1163732919, 
-0.0000000006, -0.1739659483, 0.2705096832, 
0.1366300357, 0.0000000007, -0.1163732919, 
0.2367659142, -0.1739737160, -0.1163987974, 
-0.0000000006, -0.1739737160, 0.2705067048, 
0.1366585659, 0.0000000007, -0.1163987974, 
0.2367816417, -0.1739813904, -0.1164239765, 
-0.0000000006, -0.1739813904, 0.2705036429, 
0.1366868560, 0.0000000007, -0.1164239765, 
